
SPDR S&P 500 ETF Trust,Last: 499.72,Change:  4.56
"Date: April 22, 2024 at 7:00 PM EDT",Bid: 499.61,Ask: 499.64,Size: 11*11,"Volume: 67,851,330"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri May 10 2024,SPY240510C00490000,13.76,2.07,13.84,13.96,64,0.1651,0.7316,0.018,344,490.00,SPY240510P00490000,3.09,-2.56,3.07,3.1,2375,0.1645,-0.2741,0.0185,5574
Fri May 10 2024,SPY240510C00491000,14,2.98,13.09,13.19,6,0.1636,0.7148,0.0188,3,491.00,SPY240510P00491000,3.22,-2.78,3.31,3.35,213,0.1631,-0.2917,0.0193,75
Fri May 10 2024,SPY240510C00492000,12.58,2.215,12.34,12.45,15,0.1623,0.6966,0.0194,335,492.00,SPY240510P00492000,3.61,-2.755,3.57,3.61,574,0.1617,-0.3103,0.02,2346
Fri May 10 2024,SPY240510C00493000,12.27,2.55,11.63,11.71,171,0.1609,0.6782,0.0201,101,493.00,SPY240510P00493000,3.82,-2.9,3.85,3.88,476,0.1603,-0.3295,0.0208,765
Fri May 10 2024,SPY240510C00494000,10.94,1.83,10.92,11,47,0.1595,0.6585,0.0208,830,494.00,SPY240510P00494000,4.17,-2.95,4.14,4.18,359,0.159,-0.3498,0.0215,1299
Fri May 10 2024,SPY240510C00495000,10.16,1.625,10.23,10.31,245,0.158,0.6383,0.0214,782,495.00,SPY240510P00495000,4.29,-3.255,4.46,4.5,2594,0.1577,-0.3708,0.0222,2956
Fri May 10 2024,SPY240510C00496000,9.58,1.615,9.57,9.63,472,0.1566,0.6178,0.0219,304,496.00,SPY240510P00496000,4.83,-3.17,4.8,4.84,844,0.1563,-0.3925,0.0228,2657
Fri May 10 2024,SPY240510C00497000,8.89,1.49,8.93,8.98,410,0.1555,0.5959,0.0225,774,497.00,SPY240510P00497000,5.24,-3.22,5.16,5.2,1109,0.1551,-0.415,0.0234,2188
Fri May 10 2024,SPY240510C00498000,8.46,1.575,8.31,8.36,1032,0.1542,0.5737,0.0229,703,498.00,SPY240510P00498000,5.65,-3.275,5.54,5.58,1514,0.1537,-0.4382,0.0239,574
Fri May 10 2024,SPY240510C00499000,7.6,1.22,7.71,7.75,682,0.1529,0.5513,0.0233,740,499.00,SPY240510P00499000,6.04,-3.415,5.95,5.99,1535,0.1526,-0.4621,0.0244,1341
Fri May 10 2024,SPY240510C00500000,7.18,1.295,7.13,7.17,2413,0.1516,0.5281,0.0236,1665,500.00,SPY240510P00500000,6.4,-3.58,6.38,6.43,1439,0.151,-0.4868,0.0248,5632
Fri May 10 2024,SPY240510C00501000,6.68,1.25,6.57,6.61,428,0.1501,0.5046,0.0239,961,501.00,SPY240510P00501000,6.92,-3.595,6.84,6.89,523,0.15,-0.5122,0.0252,2285
Fri May 10 2024,SPY240510C00502000,6.08,1.09,6.05,6.08,1364,0.149,0.4806,0.024,922,502.00,SPY240510P00502000,7.43,-3.655,7.32,7.38,259,0.1488,-0.5377,0.0255,1245
Fri May 10 2024,SPY240510C00503000,5.51,0.935,5.54,5.58,1150,0.148,0.4562,0.0241,967,503.00,SPY240510P00503000,7.31,-4.395,7.84,7.89,121,0.1477,-0.5636,0.0256,2553
Fri May 10 2024,SPY240510C00504000,5.09,0.925,5.06,5.1,531,0.1467,0.432,0.0241,1243,504.00,SPY240510P00504000,8.53,-3.82,8.38,8.44,419,0.1466,-0.5898,0.0258,958
Fri May 10 2024,SPY240510C00505000,4.65,0.855,4.61,4.65,1257,0.1457,0.4076,0.024,3173,505.00,SPY240510P00505000,9.1,-3.91,8.84,9.09,151,0.1455,-0.6161,0.0258,1505
Fri May 10 2024,SPY240510C00506000,4.17,0.725,4.19,4.22,751,0.1447,0.383,0.0238,1202,506.00,SPY240510P00506000,8.39,-5.3,9.42,9.71,50,0.1445,-0.6426,0.0257,337
Fri May 10 2024,SPY240510C00507000,3.75,0.635,3.78,3.82,780,0.1437,0.3588,0.0234,1763,507.00,SPY240510P00507000,9.98,-4.41,10.04,10.33,55,0.1434,-0.6692,0.0255,1401
Fri May 10 2024,SPY240510C00507500,3.5,0.54,3.59,3.63,1170,0.1429,0.3469,0.0232,1109,507.50,SPY240510P00507500,9.75,-4.98,10.36,10.66,1,0.1428,-0.6826,0.0254,776
Fri May 10 2024,SPY240510C00508000,3.34,0.535,3.41,3.45,610,0.1425,0.335,0.023,889,508.00,SPY240510P00508000,10.85,-4.27,10.69,10.99,63,0.1423,-0.6958,0.0252,1097
Fri May 10 2024,SPY240510C00509000,3.1,0.575,3.06,3.09,50199,0.1415,0.3115,0.0225,789,509.00,SPY240510P00509000,10.32,-5.55,11.36,11.67,22,0.1411,-0.722,0.0248,598
Fri May 10 2024,SPY240510C00510000,2.75,0.485,2.73,2.77,2662,0.1406,0.2883,0.0218,3120,510.00,SPY240510P00510000,12.45,-4.195,12.07,12.38,103,0.1401,-0.7479,0.0244,4322
Fri May 10 2024,SPY240510C00511000,2.4,0.385,2.43,2.47,835,0.1395,0.266,0.0212,653,511.00,SPY240510P00511000,11.77,-5.68,12.8,13.12,47,0.1391,-0.7735,0.0239,1022
Fri May 10 2024,SPY240510C00512000,2.15,0.355,2.15,2.19,515,0.1384,0.2443,0.0204,784,512.00,SPY240510P00512000,13.1,-5.165,13.56,13.89,118,0.1381,-0.7985,0.0232,1165
Fri May 10 2024,SPY240510C00512500,1.96,0.265,2.02,2.06,320,0.138,0.2337,0.0199,584,512.50,SPY240510P00512500,11.9,-6.795,13.95,14.28,3,0.1376,-0.8109,0.0229,528
Fri May 10 2024,SPY240510C00513000,1.92,0.325,1.9,1.93,17623,0.1375,0.2234,0.0195,2255,513.00,SPY240510P00513000,14.37,-4.74,14.3,14.69,18,0.1364,-0.823,0.0226,2445
Fri May 10 2024,SPY240510C00514000,1.66,0.255,1.67,1.7,422,0.1366,0.2033,0.0186,1464,514.00,SPY240510P00514000,15.12,-4.86,15.11,15.5,10,0.135,-0.8469,0.0219,845
Fri May 10 2024,SPY240510C00515000,1.47,0.235,1.46,1.49,1234,0.1357,0.1843,0.0176,2079,515.00,SPY240510P00515000,15.3,-5.565,16,16.35,37,0.1351,-0.8701,0.0211,5912
Fri May 10 2024,SPY240510C00516000,1.26,0.18,1.27,1.3,639,0.1349,0.166,0.0166,962,516.00,SPY240510P00516000,15.47,-6.31,16.83,17.23,13,0.1333,-0.8923,0.0202,1075
Fri May 10 2024,SPY240510C00517000,1.08,0.13,1.1,1.13,644,0.1341,0.1492,0.0155,1073,517.00,SPY240510P00517000,22.68,0,17.72,18.13,0,0.1322,-0.9139,0.0194,1007
Fri May 10 2024,SPY240510C00517500,1.06,0.175,1.02,1.05,138,0.1338,0.1407,0.015,786,517.50,SPY240510P00517500,18.54,-4.635,18.16,18.58,5,0.1307,-0.9245,0.019,1118
Fri May 10 2024,SPY240510C00518000,0.96,0.13,0.95,0.98,293,0.1334,0.1333,0.0145,1135,518.00,SPY240510P00518000,18.15,-5.515,18.63,19.05,63,0.1306,-0.9347,0.0187,1461
Fri May 10 2024,SPY240510C00519000,1.26,0.54,0.82,0.84,359,0.1326,0.1186,0.0134,1392,519.00,SPY240510P00519000,18.08,-6.545,19.57,19.99,51,0.1284,-0.9545,0.0178,1138
Fri May 10 2024,SPY240510C00520000,0.68,0.055,0.71,0.73,1380,0.1324,0.105,0.0124,3238,520.00,SPY240510P00520000,18.35,-7.265,20.51,20.96,33,0,-0.9716,0.0158,1316
Fri May 10 2024,SPY240510C00521000,0.61,0.07,0.61,0.63,151,0.132,0.0928,0.0113,1040,521.00,SPY240510P00521000,19.74,-6.865,21.51,21.95,4,0,-0.9845,0.0118,35
Fri May 10 2024,SPY240510C00522000,0.54,0.07,0.52,0.54,229,0.1316,0.0818,0.0103,927,522.00,SPY240510P00522000,20.25,-7.33,22.51,22.95,2,0,-0.9935,0.005,11
Fri May 10 2024,SPY240510C00522500,0.47,0.035,0.48,0.5,47,0.1314,0.0766,0.0098,585,522.50,SPY240510P00522500,18.75,0,23.01,23.45,0,0,-0.9962,0.0029,0
Fri May 10 2024,SPY240510C00523000,0.43,0.025,0.44,0.46,55,0.1311,0.0718,0.0094,771,523.00,SPY240510P00523000,28.36,0,23.51,23.95,0,0,-0.9984,0.0012,1
Fri May 10 2024,SPY240510C00524000,0.38,0.03,0.38,0.39,186,0.1309,0.063,0.0085,1054,524.00,SPY240510P00524000,29,0,24.51,24.95,0,0,-1,0,0
Fri May 10 2024,SPY240510C00525000,0.37,0.07,0.32,0.34,484,0.1309,0.0554,0.0077,2540,525.00,SPY240510P00525000,24.4,-6.18,25.51,25.95,32,0,-1,0,9
Fri May 10 2024,SPY240510C00526000,0.3,0.04,0.27,0.29,79,0.1307,0.0486,0.0069,982,526.00,SPY240510P00526000,28.93,0,26.51,26.95,0,0,-1,0,5
Fri May 10 2024,SPY240510C00527000,0.37,0.145,0.23,0.25,139,0.1309,0.0427,0.0062,715,527.00,SPY240510P00527000,25.14,0,27.51,27.95,0,0,-1,0,1
Fri May 10 2024,SPY240510C00527500,0.21,0,0.21,0.23,61,0.1308,0.0399,0.0059,358,527.50,SPY240510P00527500,25.65,0,28.01,28.45,0,0,-1,0,0
Fri May 10 2024,SPY240510C00528000,0.21,0.015,0.2,0.21,191,0.131,0.0376,0.0056,966,528.00,SPY240510P00528000,26.14,0,28.51,28.95,0,0,-1,0,0
Fri May 10 2024,SPY240510C00529000,0.29,0.12,0.17,0.19,51,0.1318,0.0332,0.005,981,529.00,SPY240510P00529000,28.61,0,29.51,29.95,0,0,-1,0,0
Fri May 10 2024,SPY240510C00530000,0.15,0.005,0.15,0.16,332,0.1322,0.0293,0.0045,2390,530.00,SPY240510P00530000,32.47,-3.125,30.51,30.95,1,0,-1,0,5
Fri May 10 2024,SPY240510C00531000,0.19,0.06,0.13,0.14,15,0.1329,0.026,0.004,901,531.00,SPY240510P00531000,27.18,0,31.51,31.95,0,0,-1,0,0
Fri May 10 2024,SPY240510C00532000,0.18,0.065,0.11,0.12,46,0.133,0.023,0.0036,1687,532.00,SPY240510P00532000,28.96,0,32.51,32.95,0,0,-1,0,0
Fri May 10 2024,SPY240510C00532500,0.13,0.025,0.1,0.12,48,0.1339,0.0217,0.0034,958,532.50,SPY240510P00532500,21.98,0,33.01,33.45,0,0,-1,0,0
Fri May 10 2024,SPY240510C00533000,0.12,0.02,0.09,0.11,88,0.1337,0.0206,0.0033,704,533.00,SPY240510P00533000,20.38,0,33.51,33.95,0,0,-1,0,0
Fri May 10 2024,SPY240510C00534000,0.1,0.01,0.08,0.1,179,0.1352,0.0184,0.003,803,534.00,SPY240510P00534000,19.33,0,34.51,34.95,0,0,-1,0,0
Fri May 10 2024,SPY240510C00535000,0.09,0.01,0.07,0.09,101,0.1362,0.0166,0.0027,8464,535.00,SPY240510P00535000,32.41,0,35.51,35.95,0,0,-1,0,0
Fri May 10 2024,SPY240510C00536000,0.1,0.025,0.06,0.08,28,0.1371,0.0147,0.0024,1943,536.00,SPY240510P00536000,23.79,0,36.51,36.95,0,0,-1,0,0
Fri May 10 2024,SPY240510C00537000,0.07,0.005,0.06,0.07,14,0.139,0.0133,0.0022,966,537.00,SPY240510P00537000,0,0,37.51,37.95,0,0,-1,0,0
Fri May 10 2024,SPY240510C00538000,0.09,0.035,0.05,0.06,43,0.1392,0.0121,0.002,813,538.00,SPY240510P00538000,23.46,0,38.51,38.95,0,0,-1,0,0
Fri May 10 2024,SPY240510C00539000,0.07,0.015,0.05,0.06,22,0.1422,0.011,0.0018,636,539.00,SPY240510P00539000,0,0,39.51,39.96,0,0,-1,0,0
Fri May 10 2024,SPY240510C00540000,0.05,0.005,0.04,0.05,152,0.1419,0.01,0.0016,1480,540.00,SPY240510P00540000,21.2,0,40.51,40.96,0,0,-1,0,0
Fri May 10 2024,SPY240510C00545000,0.04,0.01,0.03,0.04,44,0.1525,0.0066,0.0011,751,545.00,SPY240510P00545000,22.09,0,45.51,45.96,0,0,-1,0,0
Fri May 10 2024,SPY240510C00550000,0.02,0,0.02,0.03,13,0.161,0.0046,0.0007,1375,550.00,SPY240510P00550000,54.96,0,50.51,50.96,0,0,-1,0,8
Fri May 10 2024,SPY240510C00555000,0.01,0,0.02,0.03,0,0.1748,0.0033,0.0005,2752,555.00,SPY240510P00555000,0,0,55.51,55.95,0,0,-1,0,0
Fri May 10 2024,SPY240510C00560000,0.02,0.005,0.01,0.02,48,0.1791,0.0024,0.0004,704,560.00,SPY240510P00560000,45.4,0,60.5,60.95,0,0,-1,0,0
Fri May 10 2024,SPY240510C00565000,0.01,0,0.01,0.02,0,0.192,0.0019,0.0003,160,565.00,SPY240510P00565000,52.24,0,65.5,65.95,0,0,-1,0,0
Fri May 10 2024,SPY240510C00570000,0.01,-0.005,0.01,0.02,35,0.2046,0.0015,0.0002,448,570.00,SPY240510P00570000,0,0,70.5,70.95,0,0,-1,0,0
Fri May 10 2024,SPY240510C00575000,0.02,0.015,0.01,0.02,7002,0.217,0.0012,0.0002,145,575.00,SPY240510P00575000,0,0,75.5,75.95,0,0,-1,0,0
Fri May 10 2024,SPY240510C00580000,0.01,0,0,0.02,0,0.2212,0.001,0.0001,88,580.00,SPY240510P00580000,0,0,80.5,80.96,0,0,-1,0,0
Fri May 10 2024,SPY240510C00585000,0.01,0,0,0.01,0,0.2203,0.0008,0.0001,141,585.00,SPY240510P00585000,0,0,85.5,85.96,0,0,-1,0,0
Fri May 10 2024,SPY240510C00590000,0.01,0,0,0.01,0,0.2314,0.0006,0.0001,10,590.00,SPY240510P00590000,0,0,90.5,90.96,0,0,-1,0,0
Fri May 10 2024,SPY240510C00595000,0.02,0,0,0.01,0,0.2423,0.0005,0.0001,195,595.00,SPY240510P00595000,95.03,0,95.5,95.96,0,0,-1,0,0
Fri May 10 2024,SPY240510C00600000,0.02,0,0,0.01,0,0.2531,0.0005,0.0001,103,600.00,SPY240510P00600000,100.01,0,100.5,100.96,0,0,-1,0,0
Fri May 17 2024,SPY240517C00240000,260.38,4.85,260.08,260.58,259,0,1,0,302,240.00,SPY240517P00240000,0.01,-0.005,0,0.01,1982,0.8196,-0.0004,0,9342
Fri May 17 2024,SPY240517C00245000,253.18,2.63,255.11,255.6,36,0,1,0,2,245.00,SPY240517P00245000,0.01,-0.005,0,0.01,204,0.7976,-0.0004,0,1751
Fri May 17 2024,SPY240517C00250000,248.98,3.41,250.13,250.62,12,0,1,0,16,250.00,SPY240517P00250000,0.01,-0.005,0,0.01,4,0.7761,-0.0004,0,13023
Fri May 17 2024,SPY240517C00255000,243.81,3.21,245.15,245.65,4,0,1,0,54,255.00,SPY240517P00255000,0.01,-0.005,0,0.01,1555,0.755,-0.0005,0,1429
Fri May 17 2024,SPY240517C00260000,242.76,7.14,240.18,240.67,72,0,1,0,113,260.00,SPY240517P00260000,0.01,-0.005,0.01,0.02,9000,0.7951,-0.0005,0,1713
Fri May 17 2024,SPY240517C00265000,233.53,2.885,235.19,235.69,30,0,1,0,77,265.00,SPY240517P00265000,0.02,0,0.01,0.02,0,0.7732,-0.0006,0,5978
Fri May 17 2024,SPY240517C00270000,230.69,0,230.22,230.71,0,0,1,0,1,270.00,SPY240517P00270000,0.02,-0.005,0.01,0.02,1,0.7518,-0.0006,0,1262
Fri May 17 2024,SPY240517C00275000,224.15,3.455,225.25,225.73,2,0,1,0,14,275.00,SPY240517P00275000,0.02,-0.005,0.01,0.02,100,0.7306,-0.0007,0,9956
Fri May 17 2024,SPY240517C00280000,225.73,0,220.27,220.76,0,0,1,0,13,280.00,SPY240517P00280000,0.02,0,0.01,0.02,0,0.7099,-0.0008,0,6234
Fri May 17 2024,SPY240517C00285000,213.99,3.24,215.29,215.78,4,0,1,0,126,285.00,SPY240517P00285000,0.01,-0.015,0.01,0.02,61,0.6895,-0.0009,0,5924
Fri May 17 2024,SPY240517C00290000,209.09,3.31,210.32,210.8,2,0,0.9999,0,1,290.00,SPY240517P00290000,0.02,-0.015,0.01,0.02,217,0.6695,-0.0009,0,24980
Fri May 17 2024,SPY240517C00295000,228.7,0,205.34,205.82,0,0,0.9998,0,2,295.00,SPY240517P00295000,0.02,-0.015,0.02,0.03,50,0.6775,-0.001,0,753
Fri May 17 2024,SPY240517C00300000,196.45,0,200.37,200.85,0,0,0.9997,0,96,300.00,SPY240517P00300000,0.02,-0.015,0.02,0.03,355,0.6574,-0.0011,0,4326
Fri May 17 2024,SPY240517C00305000,193.59,2.74,195.39,195.87,2,0,0.9996,0,9,305.00,SPY240517P00305000,0.03,-0.015,0.02,0.03,51,0.6375,-0.0012,0,3706
Fri May 17 2024,SPY240517C00310000,210.25,0,190.41,190.89,0,0,0.9995,0,1,310.00,SPY240517P00310000,0.02,-0.025,0.02,0.03,50,0.618,-0.0014,0,8453
Fri May 17 2024,SPY240517C00315000,184.33,3.43,185.43,185.92,2,0,0.9994,0.0001,1,315.00,SPY240517P00315000,0.05,0,0.02,0.03,0,0.5987,-0.0015,0.0001,5098
Fri May 17 2024,SPY240517C00320000,198.8,0,180.46,180.94,0,0,0.9992,0.0001,2,320.00,SPY240517P00320000,0.04,-0.025,0.02,0.03,7,0.5798,-0.0016,0.0001,8226
Fri May 17 2024,SPY240517C00325000,192.98,0,175.49,175.97,0,0,0.9991,0.0001,1,325.00,SPY240517P00325000,0.03,-0.035,0.03,0.04,226,0.5781,-0.0018,0.0001,4523
Fri May 17 2024,SPY240517C00330000,185.16,0,170.52,170.99,0,0,0.9989,0.0001,6,330.00,SPY240517P00330000,0.04,-0.035,0.03,0.04,10,0.5592,-0.002,0.0001,13529
Fri May 17 2024,SPY240517C00335000,166.04,0,165.54,166.01,0,0,0.9987,0.0001,27,335.00,SPY240517P00335000,0.05,-0.035,0.03,0.04,49,0.5405,-0.0022,0.0001,813
Fri May 17 2024,SPY240517C00340000,158.71,2.66,160.57,161.04,2,0,0.9984,0.0001,2,340.00,SPY240517P00340000,0.05,-0.035,0.04,0.05,5,0.5345,-0.0024,0.0001,4416
Fri May 17 2024,SPY240517C00345000,152.01,0,155.59,156.06,0,0,0.9982,0.0001,12,345.00,SPY240517P00345000,0.06,-0.035,0.04,0.05,1,0.516,-0.0027,0.0001,798
Fri May 17 2024,SPY240517C00350000,146.62,0,150.62,151.09,0,0,0.9979,0.0001,34,350.00,SPY240517P00350000,0.05,-0.055,0.05,0.06,176,0.5075,-0.003,0.0001,3190
Fri May 17 2024,SPY240517C00355000,132.66,0,145.65,146.12,0,0,0.9976,0.0001,2,355.00,SPY240517P00355000,0.12,0,0.05,0.06,0,0.4891,-0.0033,0.0001,83445
Fri May 17 2024,SPY240517C00360000,137.11,0,140.67,141.14,0,0,0.9972,0.0002,36,360.00,SPY240517P00360000,0.06,-0.065,0.06,0.07,47,0.479,-0.0036,0.0002,3681
Fri May 17 2024,SPY240517C00365000,152.16,0,135.7,136.17,0,0,0.9968,0.0002,11,365.00,SPY240517P00365000,0.08,-0.055,0.07,0.08,2,0.4678,-0.004,0.0002,6042
Fri May 17 2024,SPY240517C00370000,127.57,0,130.73,131.2,0,0,0.9964,0.0002,6,370.00,SPY240517P00370000,0.08,-0.075,0.07,0.08,108,0.4495,-0.0045,0.0002,2659
Fri May 17 2024,SPY240517C00375000,126.32,0,125.76,126.23,0,0,0.9959,0.0002,33,375.00,SPY240517P00375000,0.08,-0.085,0.08,0.09,14,0.4374,-0.005,0.0002,10760
Fri May 17 2024,SPY240517C00380000,121.34,0,120.79,121.25,0,0,0.9953,0.0003,61,380.00,SPY240517P00380000,0.1,-0.085,0.09,0.1,4549,0.4245,-0.0056,0.0003,4664
Fri May 17 2024,SPY240517C00385000,131.36,0,115.82,116.29,0,0.3415,0.9947,0.0003,10,385.00,SPY240517P00385000,0.1,-0.105,0.1,0.11,11,0.4112,-0.0062,0.0003,825
Fri May 17 2024,SPY240517C00390000,109.97,3.555,110.85,111.32,1,0.3431,0.9939,0.0004,12,390.00,SPY240517P00390000,0.11,-0.115,0.11,0.12,17,0.3973,-0.007,0.0004,156329
Fri May 17 2024,SPY240517C00395000,103.4,1.935,105.89,106.35,4,0.3427,0.9931,0.0004,20,395.00,SPY240517P00395000,0.12,-0.125,0.12,0.13,1014,0.383,-0.0078,0.0004,3987
Fri May 17 2024,SPY240517C00400000,100.89,4.39,100.92,101.38,2,0.3345,0.9921,0.0005,220,400.00,SPY240517P00400000,0.14,-0.135,0.13,0.14,314,0.3684,-0.0088,0.0005,162042
Fri May 17 2024,SPY240517C00405000,94.81,3.245,95.96,96.42,1,0.3295,0.9909,0.0006,97,405.00,SPY240517P00405000,0.16,-0.145,0.15,0.16,1724,0.3565,-0.01,0.0006,84218
Fri May 17 2024,SPY240517C00410000,92.17,0,91,91.46,0,0.3216,0.9896,0.0006,23,410.00,SPY240517P00410000,0.16,-0.175,0.16,0.17,442,0.3411,-0.0113,0.0007,7514
Fri May 17 2024,SPY240517C00415000,86.55,0,86.04,86.49,0,0.3102,0.9881,0.0008,17,415.00,SPY240517P00415000,0.19,-0.185,0.18,0.19,2327,0.328,-0.0129,0.0008,2704
Fri May 17 2024,SPY240517C00420000,76.73,0,81.08,81.54,0,0.3006,0.9862,0.0009,1598,420.00,SPY240517P00420000,0.2,-0.215,0.2,0.21,405,0.3142,-0.0147,0.0009,331326
Fri May 17 2024,SPY240517C00425000,74.45,2.62,76.13,76.58,2,0.2894,0.984,0.001,87,425.00,SPY240517P00425000,0.22,-0.255,0.23,0.24,870,0.3016,-0.0169,0.0011,11379
Fri May 17 2024,SPY240517C00430000,67.45,0,71.18,71.63,0,0.2781,0.9814,0.0012,2645,430.00,SPY240517P00430000,0.26,-0.285,0.26,0.27,3218,0.2882,-0.0196,0.0013,192443
Fri May 17 2024,SPY240517C00435000,62.7,0,66.24,66.69,0,0.2673,0.9782,0.0015,477,435.00,SPY240517P00435000,0.28,-0.345,0.3,0.31,1143,0.2754,-0.0228,0.0015,8687
Fri May 17 2024,SPY240517C00440000,61.66,4.515,61.31,61.75,1270,0.2557,0.9741,0.0018,2361,440.00,SPY240517P00440000,0.33,-0.4,0.34,0.35,1841,0.2618,-0.0269,0.0018,20644
Fri May 17 2024,SPY240517C00445000,58.35,6.05,56.39,56.83,1,0.2445,0.969,0.0022,277,445.00,SPY240517P00445000,0.37,-0.495,0.4,0.41,642,0.2494,-0.0321,0.0022,90666
Fri May 17 2024,SPY240517C00448000,53.87,4.47,53.44,53.89,3,0.2377,0.9652,0.0025,28,448.00,SPY240517P00448000,0.43,-0.53,0.44,0.45,31,0.2417,-0.0359,0.0025,3996
Fri May 17 2024,SPY240517C00449000,66.75,0,52.46,52.91,0,0.2355,0.9638,0.0026,10,449.00,SPY240517P00449000,0.45,-0.545,0.45,0.47,26,0.2392,-0.0373,0.0026,8910
Fri May 17 2024,SPY240517C00450000,54.61,7.12,51.48,51.93,116,0.2332,0.9623,0.0027,644,450.00,SPY240517P00450000,0.47,-0.565,0.47,0.49,7515,0.237,-0.0389,0.0027,187660
Fri May 17 2024,SPY240517C00451000,53.01,0,50.51,50.95,0,0.2313,0.9608,0.0028,15,451.00,SPY240517P00451000,0.5,-0.575,0.49,0.5,521,0.2344,-0.0404,0.0028,12978
Fri May 17 2024,SPY240517C00452000,49.38,0,49.53,49.97,0,0.2288,0.9591,0.0029,13,452.00,SPY240517P00452000,0.48,-0.635,0.51,0.52,1281,0.232,-0.0422,0.003,3325
Fri May 17 2024,SPY240517C00453000,48.37,0,48.56,49,0,0.2271,0.9573,0.0031,899,453.00,SPY240517P00453000,0.47,-0.69,0.53,0.54,25,0.2297,-0.0439,0.0031,5298
Fri May 17 2024,SPY240517C00454000,47.44,0,47.58,48.02,0,0.2245,0.9554,0.0032,870,454.00,SPY240517P00454000,0.56,-0.65,0.55,0.57,758,0.2277,-0.0458,0.0032,8267
Fri May 17 2024,SPY240517C00455000,43,0,46.61,47.05,0,0.2226,0.9534,0.0033,488,455.00,SPY240517P00455000,0.57,-0.685,0.57,0.59,994,0.2252,-0.0478,0.0034,101825
Fri May 17 2024,SPY240517C00456000,44.69,2.895,45.64,46.08,10,0.2206,0.9513,0.0035,98,456.00,SPY240517P00456000,0.59,-0.72,0.6,0.61,304,0.223,-0.05,0.0035,13212
Fri May 17 2024,SPY240517C00457000,46.56,5.715,44.67,45.11,11,0.2185,0.9491,0.0037,56,457.00,SPY240517P00457000,0.63,-0.735,0.62,0.64,20,0.2206,-0.0523,0.0037,8396
Fri May 17 2024,SPY240517C00458000,42.4,2.495,43.7,44.14,2,0.2163,0.9466,0.0038,102,458.00,SPY240517P00458000,0.62,-0.805,0.65,0.67,126,0.2186,-0.0547,0.0039,9178
Fri May 17 2024,SPY240517C00459000,41.8,2.82,42.87,43.05,10,0.2147,0.9441,0.004,1267,459.00,SPY240517P00459000,0.62,-0.865,0.68,0.69,123,0.2162,-0.0573,0.0041,1669
Fri May 17 2024,SPY240517C00460000,39.05,0.98,41.9,42.08,3,0.2123,0.9414,0.0042,1726,460.00,SPY240517P00460000,0.71,-0.84,0.71,0.73,3832,0.2142,-0.0601,0.0043,52748
Fri May 17 2024,SPY240517C00461000,40.23,3.08,40.94,41.12,1,0.2104,0.9385,0.0044,160,461.00,SPY240517P00461000,0.68,-0.94,0.75,0.76,66,0.212,-0.0631,0.0045,6103
Fri May 17 2024,SPY240517C00462000,40.55,0,39.98,40.16,0,0.2084,0.9354,0.0046,22,462.00,SPY240517P00462000,0.79,-0.905,0.78,0.8,62,0.2098,-0.0662,0.0047,3043
Fri May 17 2024,SPY240517C00463000,38.49,0,39.03,39.2,0,0.2066,0.9321,0.0048,101,463.00,SPY240517P00463000,0.83,-0.94,0.82,0.84,287,0.208,-0.0694,0.0049,7473
Fri May 17 2024,SPY240517C00464000,43.49,0,38.07,38.25,0,0.2046,0.9286,0.0051,1337,464.00,SPY240517P00464000,0.79,-1.065,0.86,0.88,103,0.2057,-0.0731,0.0052,6854
Fri May 17 2024,SPY240517C00465000,36.57,3.095,37.12,37.3,54,0.2028,0.9249,0.0053,526,465.00,SPY240517P00465000,0.92,-1.02,0.91,0.92,2620,0.2038,-0.0768,0.0054,32602
Fri May 17 2024,SPY240517C00466000,35.48,2.935,36.17,36.35,5,0.2008,0.921,0.0056,1653,466.00,SPY240517P00466000,0.96,-1.07,0.96,0.97,214,0.2019,-0.0808,0.0057,5012
Fri May 17 2024,SPY240517C00467000,31.59,0,35.23,35.4,0,0.1989,0.9168,0.0059,362,467.00,SPY240517P00467000,1.02,-1.11,1.01,1.03,372,0.2001,-0.0852,0.006,1785
Fri May 17 2024,SPY240517C00468000,32.94,2.16,34.29,34.46,3,0.1972,0.9123,0.0062,553,468.00,SPY240517P00468000,1.06,-1.17,1.06,1.08,25,0.1981,-0.0895,0.0063,5158
Fri May 17 2024,SPY240517C00469000,37.64,0,33.35,33.52,0,0.1952,0.9076,0.0065,558,469.00,SPY240517P00469000,1.15,-1.19,1.12,1.14,4673,0.1962,-0.0944,0.0066,5832
Fri May 17 2024,SPY240517C00470000,32.45,3.44,32.42,32.59,30,0.1934,0.9025,0.0068,5900,470.00,SPY240517P00470000,1.2,-1.25,1.19,1.21,10461,0.1946,-0.0997,0.0069,25762
Fri May 17 2024,SPY240517C00471000,32.15,0,31.49,31.66,0,0.1916,0.8972,0.0071,463,471.00,SPY240517P00471000,1.27,-1.3,1.25,1.27,49615,0.1924,-0.1051,0.0072,46193
Fri May 17 2024,SPY240517C00472000,32.22,4.955,30.57,30.74,14,0.1905,0.8915,0.0075,330,472.00,SPY240517P00472000,1.29,-1.42,1.33,1.35,173,0.191,-0.1109,0.0076,3228
